fecha_puesta,fecha_recogida,dias_monitoreo,periodo_monitoreo,monitoreo,tipo_trampa,marca_trampa,num_trampa_monitoreo,trampa_ID_unico,trampa_ID,ubicacion,especie,abundancia_trampa,familia,orden,pest,hygrophile,thermophile,mean_temp,sd_temp,se_temp,mean_hum,sd_hum,se_hum,max_temp,min_temp,max_humi,min_humi,days_above_50_humi,days_above_24_temp
2018-07-11,2019-02-11,215,jul2018-feb2019,interv2,Adhesiva.suelo,Gluee Louee,5,18,jul2018-feb2019.Adhesiva.suelo.Zona.central.5,Zona.central,Acari incertae sedis,11,NA,Acari,potential,NA,NA,21.393333333333334,1.5711179564595459,0.1282812439683375,36.67333333333333,4.391108567537538,0.3585325131876844,25,17,53,30,4,3
2019-02-11,2019-09-11,212,feb2019-sep2019,interv3,Adhesiva.luz,Luz UV,1,34,feb2019-sep2019.Adhesiva.luz.Zona.central.1,Zona.central,Aedes taeniorhynchus,3,Culicidae,Diptera,probably not,NA,NA,21.35374149659864,1.3838734654348754,0.11413995968474366,39.63265306122449,7.0478614580760395,0.5812978157187699,29,19,64,30,9,5
2021-01-22,2021-04-22,90,ene-abr2021,interv9,Adhesiva.suelo,Gluee Louee,1,65,ene-abr2021.Adhesiva.suelo.Zona.ampliacion.1,Zona.ampliacion,Araneae incertae sedis,2,NA,Araneae,probably not,NA,NA,22.484126984126984,0.5077484610946483,0.06397029317296161,30.08730158730159,4.912574125304405,0.6189261634631483,25,21,46,24,0,1
2021-01-22,2021-04-22,90,ene-abr2021,interv9,Adhesiva.suelo,Gluee Louee,2,66,ene-abr2021.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Araneae incertae sedis,1,NA,Araneae,probably not,NA,NA,22.484126984126984,0.5077484610946483,0.06397029317296161,30.08730158730159,4.912574125304405,0.6189261634631483,25,21,46,24,0,1
2021-01-22,2021-04-22,90,ene-abr2021,interv9,Adhesiva.suelo,Gluee Louee,6,69,ene-abr2021.Adhesiva.suelo.Zona.entrada.6,Zona.entrada,Araneae incertae sedis,2,NA,Araneae,probably not,NA,NA,22.484126984126984,0.5077484610946483,0.06397029317296161,30.08730158730159,4.912574125304405,0.6189261634631483,25,21,46,24,0,1
2021-01-22,2021-04-22,90,ene-abr2021,interv9,Adhesiva.suelo,Gluee Louee,8,71,ene-abr2021.Adhesiva.suelo.Zona.entrada.8,Zona.entrada,Araneae incertae sedis,1,NA,Araneae,probably not,NA,NA,22.484126984126984,0.5077484610946483,0.06397029317296161,30.08730158730159,4.912574125304405,0.6189261634631483,25,21,46,24,0,1
2017-05-11,2017-12-11,214,may-dic-2017,interv0,Adhesiva.suelo,Insect Monitor,1,1,may-dic-2017.Adhesiva.suelo.Zona.ampliacion.1,Zona.ampliacion,Aymaria conica,3,Pholcidae,Araneae,probably not,NA,NA,20.42105263157895,1.4895944414036253,0.12082206359649025,48.66447368421053,4.516260656470537,0.3663171109448006,24,16,61,34,49,0
2017-05-11,2017-12-11,214,may-dic-2017,interv0,Adhesiva.suelo,Insect Monitor,2,2,may-dic-2017.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Aymaria conica,4,Pholcidae,Araneae,probably not,NA,NA,20.42105263157895,1.4895944414036253,0.12082206359649025,48.66447368421053,4.516260656470537,0.3663171109448006,24,16,61,34,49,0
2017-05-11,2017-12-11,214,may-dic-2017,interv0,Adhesiva.suelo,Insect Monitor,3,3,may-dic-2017.Adhesiva.suelo.Zona.ampliacion.3,Zona.ampliacion,Aymaria conica,2,Pholcidae,Araneae,probably not,NA,NA,20.42105263157895,1.4895944414036253,0.12082206359649025,48.66447368421053,4.516260656470537,0.3663171109448006,24,16,61,34,49,0
2017-05-11,2017-12-11,214,may-dic-2017,interv0,Adhesiva.suelo,Insect Monitor,4,4,may-dic-2017.Adhesiva.suelo.Zona.central.4,Zona.central,Aymaria conica,2,Pholcidae,Araneae,probably not,NA,NA,20.42105263157895,1.4895944414036253,0.12082206359649025,48.66447368421053,4.516260656470537,0.3663171109448006,24,16,61,34,49,0
2017-05-11,2017-12-11,214,may-dic-2017,interv0,Adhesiva.suelo,Insect Monitor,6,6,may-dic-2017.Adhesiva.suelo.Zona.entrada.6,Zona.entrada,Aymaria conica,2,Pholcidae,Araneae,probably not,NA,NA,20.42105263157895,1.4895944414036253,0.12082206359649025,48.66447368421053,4.516260656470537,0.3663171109448006,24,16,61,34,49,0
2017-05-11,2017-12-11,214,may-dic-2017,interv0,Adhesiva.suelo,Insect Monitor,7,7,may-dic-2017.Adhesiva.suelo.Zona.entrada.7,Zona.entrada,Aymaria conica,1,Pholcidae,Araneae,probably not,NA,NA,20.42105263157895,1.4895944414036253,0.12082206359649025,48.66447368421053,4.516260656470537,0.3663171109448006,24,16,61,34,49,0
2017-12-11,2018-07-11,212,dic2017-jul2018,interv1,Adhesiva.suelo,Gluee Louee,2,9,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Aymaria conica,1,Pholcidae,Araneae,probably not,NA,NA,21.14666666666667,1.503404042048089,0.1227524260085188,40.60666666666667,5.448842826066534,0.44489615374958935,25,17,57,28,5,1
2017-12-11,2018-07-11,212,dic2017-jul2018,interv1,Adhesiva.suelo,Gluee Louee,3,10,dic2017-jul2018.Adhesiva.suelo.Zona.ampliacion.3,Zona.ampliacion,Aymaria conica,7,Pholcidae,Araneae,probably not,NA,NA,21.14666666666667,1.503404042048089,0.1227524260085188,40.60666666666667,5.448842826066534,0.44489615374958935,25,17,57,28,5,1
2018-07-11,2019-02-11,215,jul2018-feb2019,interv2,Adhesiva.suelo,Gluee Louee,2,16,jul2018-feb2019.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Aymaria conica,1,Pholcidae,Araneae,probably not,NA,NA,21.393333333333334,1.5711179564595459,0.1282812439683375,36.67333333333333,4.391108567537538,0.3585325131876844,25,17,53,30,4,3
2018-07-11,2019-02-11,215,jul2018-feb2019,interv2,Adhesiva.suelo,Gluee Louee,4,17,jul2018-feb2019.Adhesiva.suelo.Zona.central.4,Zona.central,Aymaria conica,1,Pholcidae,Araneae,probably not,NA,NA,21.393333333333334,1.5711179564595459,0.1282812439683375,36.67333333333333,4.391108567537538,0.3585325131876844,25,17,53,30,4,3
2018-07-11,2019-02-11,215,jul2018-feb2019,interv2,Adhesiva.suelo,Gluee Louee,6,19,jul2018-feb2019.Adhesiva.suelo.Zona.entrada.6,Zona.entrada,Aymaria conica,4,Pholcidae,Araneae,probably not,NA,NA,21.393333333333334,1.5711179564595459,0.1282812439683375,36.67333333333333,4.391108567537538,0.3585325131876844,25,17,53,30,4,3
2018-07-11,2019-02-11,215,jul2018-feb2019,interv2,Adhesiva.suelo,Gluee Louee,7,20,jul2018-feb2019.Adhesiva.suelo.Zona.entrada.7,Zona.entrada,Aymaria conica,3,Pholcidae,Araneae,probably not,NA,NA,21.393333333333334,1.5711179564595459,0.1282812439683375,36.67333333333333,4.391108567537538,0.3585325131876844,25,17,53,30,4,3
2019-02-11,2020-01-20,343,feb2019-ene2020,interv4,Adhesiva.mueble,Amarillas voladores,5,29,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion.5,Zona.ampliacion,Blapstinus sp.,2,Tenebrionidae,Coleoptera,probably not,NA,NA,22.4,0.79039173902793,0.08331460463698863,36.18888888888889,4.284527806753207,0.451628885588863,24,21,47,31,0,0
2017-12-11,2018-07-11,212,dic2017-jul2018,interv1,Adhesiva.suelo,Gluee Louee,4,11,dic2017-jul2018.Adhesiva.suelo.Zona.central.4,Zona.central,Blattidae incertae sedis,1,Blattidae,Blattodea,potential,NA,NA,21.14666666666667,1.503404042048089,0.1227524260085188,40.60666666666667,5.448842826066534,0.44489615374958935,25,17,57,28,5,1
2020-01-20,2020-04-19,90,ene-abr2020,interv5,Adhesiva.suelo,Gluee Louee,2,36,ene-abr2020.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Blattodea incertae sedis,1,NA,Blattodea,potential,NA,NA,23.169811320754718,0.8488872593578873,0.11660363267425645,30.39622641509434,2.7619643416730493,0.3793849795783797,25,22,42,27,0,4
2020-04-19,2020-07-22,94,abr-jul2020,interv6,Adhesiva.suelo,Gluee Louee,1,42,abr-jul2020.Adhesiva.suelo.Zona.ampliacion.1,Zona.ampliacion,Blattodea incertae sedis,1,NA,Blattodea,potential,NA,NA,22.954545454545453,1.0779294124300618,0.1876434254015278,33,7.123903424387503,2.692582403567252,25,21,41,23,0,3
2020-04-19,2020-07-22,94,abr-jul2020,interv6,Adhesiva.suelo,Gluee Louee,2,43,abr-jul2020.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Blattodea incertae sedis,1,NA,Blattodea,potential,NA,NA,22.954545454545453,1.0779294124300618,0.1876434254015278,33,7.123903424387503,2.692582403567252,25,21,41,23,0,3
2020-07-22,2020-10-22,92,jul-oct2020,interv7,Adhesiva.suelo,Gluee Louee,2,52,jul-oct2020.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Blattodea incertae sedis,1,NA,Blattodea,potential,NA,NA,21.3,0.6552951737239351,0.11076510083516923,36.7,8.228000972289685,3.6796738985948196,23,20,50,28.5,0,0
2020-07-22,2020-10-22,92,jul-oct2020,interv7,Adhesiva.suelo,Gluee Louee,0,54,jul-oct2020.Adhesiva.suelo.Zona.bodega.0,Zona.bodega,Blattodea incertae sedis,1,NA,Blattodea,potential,NA,NA,21.3,0.6552951737239351,0.11076510083516923,36.7,8.228000972289685,3.6796738985948196,23,20,50,28.5,0,0
2019-02-11,2020-01-20,343,feb2019-ene2020,interv4,Adhesiva.suelo,Gluee Louee,2,22,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Calosoma granatense,1,Carabidae,Coleoptera,NA,NA,NA,22.4,0.79039173902793,0.08331460463698863,36.18888888888889,4.284527806753207,0.451628885588863,24,21,47,31,0,0
2020-01-20,2020-04-19,90,ene-abr2020,interv5,Adhesiva.suelo,Gluee Louee,1,35,ene-abr2020.Adhesiva.suelo.Zona.ampliacion.1,Zona.ampliacion,Calosoma granatense,1,Carabidae,Coleoptera,NA,NA,NA,23.169811320754718,0.8488872593578873,0.11660363267425645,30.39622641509434,2.7619643416730493,0.3793849795783797,25,22,42,27,0,4
2019-02-11,2020-01-20,343,feb2019-ene2020,interv4,Adhesiva.suelo,Gluee Louee,2,22,feb2019-ene2020.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Camponotus conspicuus zonatus,1,Formicidae,Hymenoptera,probably not,NA,NA,22.4,0.79039173902793,0.08331460463698863,36.18888888888889,4.284527806753207,0.451628885588863,24,21,47,31,0,0
2019-02-11,2020-01-20,343,feb2019-ene2020,interv4,Adhesiva.mueble,Amarillas voladores,5,29,feb2019-ene2020.Adhesiva.mueble.Zona.ampliacion.5,Zona.ampliacion,Camponotus conspicuus zonatus,32,Formicidae,Hymenoptera,probably not,NA,NA,22.4,0.79039173902793,0.08331460463698863,36.18888888888889,4.284527806753207,0.451628885588863,24,21,47,31,0,0
2020-07-22,2020-10-22,92,jul-oct2020,interv7,Adhesiva.suelo,Gluee Louee,7,56,jul-oct2020.Adhesiva.suelo.Zona.entrada.7,Zona.entrada,Camponotus conspicuus zonatus,1,Formicidae,Hymenoptera,probably not,NA,NA,21.3,0.6552951737239351,0.11076510083516923,36.7,8.228000972289685,3.6796738985948196,23,20,50,28.5,0,0
2020-10-22,2021-01-22,92,oct2020-ene2021,interv8,Adhesiva.suelo,Gluee Louee,2,60,oct2020-ene2021.Adhesiva.suelo.Zona.ampliacion.2,Zona.ampliacion,Camponotus conspicuus zonatus,1,Formicidae,Hymenoptera,probably not,NA,NA,22.302459016393442,0.5122195354132995,0.06558299115499638,24.57843137254902,2.093734818499248,0.29318151675804965,24,21.45,31,21,0,0
2021-01-22,2021-04-22,90,ene-abr2021,interv9,Adhesiva.suelo,Gluee Louee,1,65,ene-abr2021.Adhesiva.suelo.Zona.ampliacion.1,Zona.ampliacion,Camponotus conspicuus zonatus,2,Formicidae,Hymenoptera,probably not,NA,NA,22.484126984126984,0.5077484610946483,0.06397029317296161,30.08730158730159,4.912574125304405,0.6189261634631483,25,21,46,24,0,1
